bul,eng,fin,por,spa,swe
854117,4557756,397074,7798192,3802858,509792	2
30316,4557756,397074,7798192,3802858,509792	2
1247042,4557756,397074,7798192,3802858,509792	2
766780,4557756,397074,7798192,3802858,509792	2
30047,4557756,397074,7798192,3802858,509792	2
2742244,381198,397074,7798192,3802858,509792	2
1130106,381198,397074,7798192,3802858,509792	2
1130092,381198,397074,7798192,3802858,509792	2
3924471,381198,397074,7798192,3802858,509792	2
466652,381198,397074,7798192,3802858,509792	2
2969508,381198,397074,7798192,3802858,509792	2
854117,381198,397074,7798192,3802858,509792	2
30316,381198,397074,7798192,3802858,509792	2
1247042,381198,397074,7798192,3802858,509792	2
766780,381198,397074,7798192,3802858,509792	2
30047,381198,397074,7798192,3802858,509792	2
2742244,540483,397074,7798192,3802858,509792	2
1130106,540483,397074,7798192,3802858,509792	2
1130092,540483,397074,7798192,3802858,509792	2
2561375,540483,397074,7798192,3802858,509792	2
3924471,540483,397074,7798192,3802858,509792	2
138868,540483,397074,7798192,3802858,509792	2
428407,540483,397074,7798192,3802858,509792	2
510389,540483,397074,7798192,3802858,509792	2
473177,540483,397074,7798192,3802858,509792	2
30316,540483,397074,7798192,3802858,509792	2
1247042,540483,397074,7798192,3802858,509792	2
766780,540483,397074,7798192,3802858,509792	2
30047,540483,397074,7798192,3802858,509792	2
2742244,473456,397074,7798192,3802858,509792	2
1130106,473456,397074,7798192,3802858,509792	2
1130092,473456,397074,7798192,3802858,509792	2
2561375,473456,397074,7798192,3802858,509792	2
3924471,473456,397074,7798192,3802858,509792	2
466652,473456,397074,7798192,3802858,509792	2
138868,473456,397074,7798192,3802858,509792	2
428407,473456,397074,7798192,3802858,509792	2
510389,473456,397074,7798192,3802858,509792	2
2969508,473456,397074,7798192,3802858,509792	2
854117,473456,397074,7798192,3802858,509792	2
30316,473456,397074,7798192,3802858,509792	2
1247042,473456,397074,7798192,3802858,509792	2
766780,473456,397074,7798192,3802858,509792	2
30047,473456,397074,7798192,3802858,509792	2
2742244,535237,397074,7798192,3802858,509792	2
1130106,535237,397074,7798192,3802858,509792	2
1130092,535237,397074,7798192,3802858,509792	2
2561375,535237,397074,7798192,3802858,509792	2
3924471,535237,397074,7798192,3802858,509792	2
466652,535237,397074,7798192,3802858,509792	2
138868,535237,397074,7798192,3802858,509792	2
428407,535237,397074,7798192,3802858,509792	2
510389,535237,397074,7798192,3802858,509792	2
473177,535237,397074,7798192,3802858,509792	2
2969508,535237,397074,7798192,3802858,509792	2
854117,535237,397074,7798192,3802858,509792	2
1247042,535237,397074,7798192,3802858,509792	2
766780,535237,397074,7798192,3802858,509792	2
30047,535237,397074,7798192,3802858,509792	2
2742244,535238,397074,7798192,3802858,509792	2
1130106,535238,397074,7798192,3802858,509792	2
1130092,535238,397074,7798192,3802858,509792	2
2561375,535238,397074,7798192,3802858,509792	2
3924471,535238,397074,7798192,3802858,509792	2
466652,535238,397074,7798192,3802858,509792	2
138868,535238,397074,7798192,3802858,509792	2
428407,535238,397074,7798192,3802858,509792	2
510389,535238,397074,7798192,3802858,509792	2
473177,535238,397074,7798192,3802858,509792	2
2969508,535238,397074,7798192,3802858,509792	2
854117,535238,397074,7798192,3802858,509792	2
1247042,535238,397074,7798192,3802858,509792	2
766780,535238,397074,7798192,3802858,509792	2
30047,535238,397074,7798192,3802858,509792	2
2742244,535236,397074,7798192,3802858,509792	2
1130106,535236,397074,7798192,3802858,509792	2
1130092,535236,397074,7798192,3802858,509792	2
2561375,535236,397074,7798192,3802858,509792	2
3924471,535236,397074,7798192,3802858,509792	2
466652,535236,397074,7798192,3802858,509792	2
138868,535236,397074,7798192,3802858,509792	2
428407,535236,397074,7798192,3802858,509792	2
510389,535236,397074,7798192,3802858,509792	2
473177,535236,397074,7798192,3802858,509792	2
2969508,535236,397074,7798192,3802858,509792	2
854117,535236,397074,7798192,3802858,509792	2
1247042,535236,397074,7798192,3802858,509792	2
30047,535236,397074,7798192,3802858,509792	2
2742244,670849,397074,7798192,3802858,509792	2
1130106,670849,397074,7798192,3802858,509792	2
1130092,670849,397074,7798192,3802858,509792	2
2561375,670849,397074,7798192,3802858,509792	2
3924471,670849,397074,7798192,3802858,509792	2
466652,670849,397074,7798192,3802858,509792	2
138868,670849,397074,7798192,3802858,509792	2
428407,670849,397074,7798192,3802858,509792	2
510389,670849,397074,7798192,3802858,509792	2
473177,670849,397074,7798192,3802858,509792	2
2969508,670849,397074,7798192,3802858,509792	2
854117,670849,397074,7798192,3802858,509792	2
30316,670849,397074,7798192,3802858,509792	2
766780,670849,397074,7798192,3802858,509792	2
30047,670849,397074,7798192,3802858,509792	2
42458,591199,374998,2614797,765451,1999711	2
42458,611090,374998,2614797,765451,1999711	2
442966,1284290,374998,2614797,765451,1999711	2
442966,1896124,374998,2614797,765451,1999711	2
42458,1896124,374998,2614797,765451,1999711	2
442966,1604507,374998,2614797,765451,1999711	2
42458,1604507,374998,2614797,765451,1999711	2
442966,1048188,374998,2614797,765451,1999711	2
42458,1048188,374998,2614797,765451,1999711	2
2248737,1896124,374998,2614797,765451,1999711	2
524168,6990155,1054667,1012592,829896,923352	2
524168,1037645,1054667,1012592,829896,923352	2
524168,459251,1054667,1012592,829896,923352	2
524168,618944,1054667,1012592,829896,923352	2
524168,950334,1054667,1012592,829896,923352	2
716109,1053830,1054667,1012592,829896,923352	2
1642551,1053830,1054667,1012592,829896,923352	2
388264,1195815,1054667,1012592,829896,923352	2
388264,1195817,1054667,1012592,829896,923352	2
388264,1642424,1054667,1012592,829896,923352	2
388264,1642425,1054667,1012592,829896,923352	2
388264,1642426,1054667,1012592,829896,923352	2
388264,4621017,1054667,1012592,829896,923352	2
716109,459251,1054667,1012592,829896,923352	2
388731,1205463,879947,2759148,762963,1962403	2
2742954,505667,1033690,4638524,787895,1990606	2
2742946,505667,1033690,4638524,787895,1990606	2
887283,505667,1033690,4638524,787895,1990606	2
2742954,699452,1033690,4638524,787895,1990606	2
2742946,699452,1033690,4638524,787895,1990606	2
887283,699452,1033690,4638524,787895,1990606	2
2742954,4344842,1033690,4638524,787895,1990606	2
887283,4344842,1033690,4638524,787895,1990606	2
2742954,1330710,1033690,4638524,787895,1990606	2
2742946,1330710,1033690,4638524,787895,1990606	2
2742954,1430170,1033690,4638524,787895,1990606	2
2742946,1430170,1033690,4638524,787895,1990606	2
2742954,1330718,1033690,4638524,787895,1990606	2
2742946,1330718,1033690,4638524,787895,1990606	2
2742954,1346745,1033690,4638524,787895,1990606	2
2742946,1346745,1033690,4638524,787895,1990606	2
2742954,1156312,1033690,4638524,787895,1990606	2
2742946,1156312,1033690,4638524,787895,1990606	2
2742954,4344843,1033690,4638524,787895,1990606	2
2742946,4344843,1033690,4638524,787895,1990606	2
887283,4344843,1033690,4638524,787895,1990606	2
887271,1330718,1033690,4638524,787895,1990606	2
887513,1346745,1033690,4638524,787895,1990606	2
887271,1156312,1033690,4638524,787895,1990606	2
887513,4344843,1033690,4638524,787895,1990606	2
2322915,1726112,760622,3560869,834059,4159707	2
1725342,399418,760622,3560869,834059,4159707	2
1725342,1726112,760622,3560869,834059,4159707	2
404962,1023590,1644585,7105668,762384,893154	2
404962,2356263,1644585,7105668,762384,893154	2
404962,1023588,1644585,7105668,762384,893154	2
404962,2528,1644585,7105668,762384,893154	2
433519,1306030,1318930,3781717,787986,1991636	2
433519,1292128,1318930,3781717,787986,1991636	2
433520,1306030,1318930,3781717,787986,1991636	2
433849,740922,1488955,2756263,829102,1995395	2
433849,740923,1488955,2756263,829102,1995395	2
433849,740924,1488955,2756263,829102,1995395	2
433849,740926,1488955,2756263,829102,1995395	2
2133415,4524789,1488955,2756263,829102,1995395	2
843052,998415,1064906,5729363,3922570,5886369	2
843052,934550,1064906,5729363,3922570,5886369	2
843052,4242104,1064906,5729363,3922570,5886369	2
555267,934550,1064906,5729363,3922570,5886369	2
433729,998415,1064906,5729363,3922570,5886369	2
620122,5101739,520462,3369457,779672,891943	2
2203415,520784,520462,3369457,779672,891943	2
270580,1306033,1470050,4044320,771277,1990500	2
435771,825063,1470050,4044320,771277,1990500	2
270580,825063,1470050,4044320,771277,1990500	2
21140,652955,1066251,1181198,3624402,1965139	2
21140,652957,1066251,1181198,3624402,1965139	2
21140,652953,1066251,1181198,3624402,1965139	2
255188,731162,844917,2748134,2781873,2991722	2
2137664,806218,4935750,2135451,763636,2137667	2
449105,2229796,5055433,4952882,787900,651211	2
449105,618647,5055433,4952882,787900,651211	2
1886155,536562,455362,2680752,455753,1999275	2
1886155,989540,455362,2680752,455753,1999275	2
1886155,1567636,455362,2680752,455753,1999275	2
1886155,6694951,455362,2680752,455753,1999275	2
1886155,6694952,455362,2680752,455753,1999275	2
1886155,2142367,455362,2680752,455753,1999275	2
1886155,6688542,455362,2680752,455753,1999275	2
1886155,884993,455362,2680752,455753,1999275	2
1886155,1359843,455362,2680752,455753,1999275	2
403063,989540,455362,2680752,455753,1999275	2
403063,1567636,455362,2680752,455753,1999275	2
403063,6694951,455362,2680752,455753,1999275	2
403063,6694952,455362,2680752,455753,1999275	2
403063,2142367,455362,2680752,455753,1999275	2
403063,6688542,455362,2680752,455753,1999275	2
403063,884993,455362,2680752,455753,1999275	2
319999,884993,455362,2680752,455753,1999275	2
3133955,884993,455362,2680752,455753,1999275	2
319999,1359843,455362,2680752,455753,1999275	2
1434324,710229,6585002,1180828,2797916,892645	2
35179,771899,6961656,3086567,832152,912745	2
4606529,479870,479871,509769,3946200,5239917	2
879078,851863,479871,509769,3946200,5239917	2
4606529,851863,479871,509769,3946200,5239917	2
2123617,4557564,1237574,5729251,4508872,2166089	2
1520373,1520573,1237574,5729251,4508872,2166089	2
491351,4557564,1237574,5729251,4508872,2166089	2
491351,1520573,1237574,5729251,4508872,2166089	2
491351,1551049,1237574,5729251,4508872,2166089	2
375813,852325,4849906,1160447,2331303,1969094	2
462522,852325,4849906,1160447,2331303,1969094	2
5118368,1834076,924745,516225,5120649,2127981	2
528551,5140946,3173431,3279048,2631970,1988735	2
528551,528552,3173431,3279048,2631970,1988735	2
528551,702665,3173431,3279048,2631970,1988735	2
255029,576594,3855642,3090006,834017,1960702	2
255029,679788,3855642,3090006,834017,1960702	2
255029,679794,3855642,3090006,834017,1960702	2
40126,576594,3855642,3090006,834017,1960702	2
679793,679788,3855642,3090006,834017,1960702	2
40126,679794,3855642,3090006,834017,1960702	2
523049,679794,3855642,3090006,834017,1960702	2
1529653,1517135,3855642,3090006,834017,1960702	2
3095224,1555948,3855642,3090006,834017,1960702	2
3635696,3635693,5599505,1188340,5599592,3829817	2
3635697,3635693,5599505,1188340,5599592,3829817	2
300902,870264,1198101,2638452,4713974,1990261	2
2094583,867056,991440,3016172,630679,1666375	2
688407,1214372,1075628,3856013,776822,1960879	2
688407,1233245,1075628,3856013,776822,1960879	2
688407,5911910,1075628,3856013,776822,1960879	2
688407,1185449,1075628,3856013,776822,1960879	2
688407,6874914,1075628,3856013,776822,1960879	2
411238,1640832,1075628,3856013,776822,1960879	2
411238,5911910,1075628,3856013,776822,1960879	2
411238,1185449,1075628,3856013,776822,1960879	2
411238,6874914,1075628,3856013,776822,1960879	2
690113,1075100,1075628,3856013,776822,1960879	2
1024944,1165703,1312151,1047088,3032444,1990307	2
742029,1322514,1312151,1047088,3032444,1990307	2
742029,1322516,1312151,1047088,3032444,1990307	2
1349055,1476288,4936946,7763054,3877911,5886426	2
773241,957216,4936946,7763054,3877911,5886426	2
43004,825085,1488037,3090000,2374722,1960681	2
853139,5051051,880727,3946104,2317874,1433375	2
853139,5051052,880727,3946104,2317874,1433375	2
853139,1623373,880727,3946104,2317874,1433375	2
853139,506053,880727,3946104,2317874,1433375	2
1780050,1623373,880727,3946104,2317874,1433375	2
1780050,506053,880727,3946104,2317874,1433375	2
853140,2106054,880727,3946104,2317874,1433375	2
1890911,343567,4485665,3198258,830694,1999408	2
1890911,1769201,4485665,3198258,830694,1999408	2
1890911,1584242,4485665,3198258,830694,1999408	2
1890911,1584243,4485665,3198258,830694,1999408	2
71246,1769201,4485665,3198258,830694,1999408	2
71246,1584242,4485665,3198258,830694,1999408	2
71246,1584243,4485665,3198258,830694,1999408	2
2038385,1050137,4485665,3198258,830694,1999408	2
894729,1050137,4485665,3198258,830694,1999408	2
3626679,456136,2939016,3279217,2787770,2486117	2
3626679,6483210,2939016,3279217,2787770,2486117	2
934438,456136,2939016,3279217,2787770,2486117	2
456135,456136,2939016,3279217,2787770,2486117	2
462424,462425,2721457,7796967,4605627,5886363	2
462424,728126,2721457,7796967,4605627,5886363	2
860466,728126,2721457,7796967,4605627,5886363	2
282398,2479312,2721457,7796967,4605627,5886363	2
282398,4508954,2721457,7796967,4605627,5886363	2
1445737,4986653,2721457,7796967,4605627,5886363	2
1445737,972104,2721457,7796967,4605627,5886363	2
1445743,4461892,2721457,7796967,4605627,5886363	2
1445743,462425,2721457,7796967,4605627,5886363	2
2271851,667054,1726619,3885082,4549021,5239910	2
2271845,667054,1726619,3885082,4549021,5239910	2
436555,1726702,1726619,3885082,4549021,5239910	2
436555,436556,1726619,3885082,4549021,5239910	2
436555,716080,1726619,3885082,4549021,5239910	2
252832,667054,1726619,3885082,4549021,5239910	2
64991,667054,1726619,3885082,4549021,5239910	2
2271851,1726702,1726619,3885082,4549021,5239910	2
2271845,1726702,1726619,3885082,4549021,5239910	2
1726088,436556,1726619,3885082,4549021,5239910	2
1726088,857261,1726619,3885082,4549021,5239910	2
1726088,716080,1726619,3885082,4549021,5239910	2
1726088,1077546,1726619,3885082,4549021,5239910	2
1726088,1551455,1726619,3885082,4549021,5239910	2
1726088,436526,1726619,3885082,4549021,5239910	2
1726088,2874,1726619,3885082,4549021,5239910	2
1726088,2341989,1726619,3885082,4549021,5239910	2
1726088,4392333,1726619,3885082,4549021,5239910	2
1726088,853474,1726619,3885082,4549021,5239910	2
1726088,4819420,1726619,3885082,4549021,5239910	2
1726088,1202222,1726619,3885082,4549021,5239910	2
1726088,1237316,1726619,3885082,4549021,5239910	2
3904934,1726702,1726619,3885082,4549021,5239910	2
3626477,2479376,1473735,2710362,3751504,3747590	2
3626477,2479378,1473735,2710362,3751504,3747590	2
3626477,1453877,1473735,2710362,3751504,3747590	2
3626477,1453899,1473735,2710362,3751504,3747590	2
3733064,2479376,1473735,2710362,3751504,3747590	2
3733064,2479378,1473735,2710362,3751504,3747590	2
3733064,1453877,1473735,2710362,3751504,3747590	2
3733064,1453899,1473735,2710362,3751504,3747590	2
997042,2479376,1473735,2710362,3751504,3747590	2
997042,2479378,1473735,2710362,3751504,3747590	2
1453887,1453877,1473735,2710362,3751504,3747590	2
1453887,1453899,1473735,2710362,3751504,3747590	2
2394004,1082863,5109249,1085292,1105124,1965194	2
2394004,1207295,5109249,1085292,1105124,1965194	2
2673533,1896116,2363745,2763890,3318653,1988672	2
4217005,1286112,2363745,2763890,3318653,1988672	2
2249210,1286112,2363745,2763890,3318653,1988672	2
2251293,1286112,2363745,2763890,3318653,1988672	2
1530676,1896116,2363745,2763890,3318653,1988672	2
3830661,1896116,2363745,2763890,3318653,1988672	2
1894558,1896116,2363745,2763890,3318653,1988672	2
2251293,1896116,2363745,2763890,3318653,1988672	2
18356,1283027,5902129,3198483,3751487,5268113	2
18356,1283026,5902129,3198483,3751487,5268113	2
3733870,5452872,5902129,3198483,3751487,5268113	2
41143,1396192,1456262,3090002,2378414,1960695	2
41143,2005782,1456262,3090002,2378414,1960695	2
18645,1427235,1488017,2765700,2374628,1960656	2
18645,584343,1488017,2765700,2374628,1960656	2
433500,1748254,1656729,6729254,830140,5891844	2
433500,451717,1656729,6729254,830140,5891844	2
1989701,1748254,1656729,6729254,830140,5891844	2
1860724,1748263,4612926,2742623,4645746,1999284	2
1860724,5638370,4612926,2742623,4645746,1999284	2
1553506,1748264,4612926,2742623,4645746,1999284	2
1553506,1748263,4612926,2742623,4645746,1999284	2
2250036,5638370,4612926,2742623,4645746,1999284	2
64396,4513009,5498605,3214338,2370979,1996648	2
64396,1793263,5498605,3214338,2370979,1996648	2
2752045,2694846,6942208,1831448,2371001,1996630	2
3138243,3422472,4952431,3281997,2374243,2015725	2
2092598,3422472,4952431,3281997,2374243,2015725	2
2030131,6685627,2993742,3198320,2843987,2097303	2
2275911,2019427,2993742,3198320,2843987,2097303	2
1887480,4208003,6940474,5066104,3703448,2085864	2
2649145,962624,5977876,3871066,2370741,2046227	2
3826519,962624,5977876,3871066,2370741,2046227	2
374872,962624,5977876,3871066,2370741,2046227	2
2648523,2809340,2807471,2680803,2348139,2193515	2
1951516,4275428,2807471,2680803,2348139,2193515	2
2648523,4275428,2807471,2680803,2348139,2193515	2
4915807,2454437,2453715,3793898,2605619,3793906	2
2481266,2492087,5946662,2509927,2788900,2509924	2
3815120,3652089,2923848,7334653,3329133,3779243	2
2648278,1726880,4943649,4425620,3328074,2791594	2
4918985,1726880,4943649,4425620,3328074,2791594	2
4404008,4526805,2115262,4347875,3710937,4412127	2
4404008,4526806,2115262,4347875,3710937,4412127	2
4404008,5246533,2115262,4347875,3710937,4412127	2
757398,2543,347626,2768266,762387,7686976	2
757398,3854864,347626,2768266,762387,7686976	2
1230697,2798,405323,3794586,782674,1404082	2
387602,951163,3832383,3796791,788003,5382143	2
1086213,455666,405089,3205511,433812,2261278	2
687424,2830,405089,3205511,433812,2261278	2
1396422,1338378,381761,3812812,2374644,1404022	2
1396422,6626972,381761,3812812,2374644,1404022	2
1396422,6626992,381761,3812812,2374644,1404022	2
2055319,508144,786770,5108193,829064,2210097	2
2247987,564551,964855,1616331,2331428,2005664	2
1887294,564551,964855,1616331,2331428,2005664	2
1665294,1127757,964855,1616331,2331428,2005664	2
1665294,1118809,964855,1616331,2331428,2005664	2
1665294,2110504,964855,1616331,2331428,2005664	2
1665294,455836,964855,1616331,2331428,2005664	2
1665294,2110505,964855,1616331,2331428,2005664	2
18952,564551,964855,1616331,2331428,2005664	2
759379,564551,964855,1616331,2331428,2005664	2
279379,1127757,964855,1616331,2331428,2005664	2
279379,1118809,964855,1616331,2331428,2005664	2
279379,2110504,964855,1616331,2331428,2005664	2
279379,455836,964855,1616331,2331428,2005664	2
279379,2110505,964855,1616331,2331428,2005664	2
759379,1127757,964855,1616331,2331428,2005664	2
759379,1118809,964855,1616331,2331428,2005664	2
3767595,564551,964855,1616331,2331428,2005664	2
464510,687371,2469423,3305397,1004689,2240420	2
464510,512334,2469423,3305397,1004689,2240420	2
464510,744389,2469423,3305397,1004689,2240420	2
464510,464511,2469423,3305397,1004689,2240420	2
464510,731169,2469423,3305397,1004689,2240420	2
464510,769887,2469423,3305397,1004689,2240420	2
2254569,687371,2469423,3305397,1004689,2240420	2
24698,687371,2469423,3305397,1004689,2240420	2
2273903,687371,2469423,3305397,1004689,2240420	2
2543902,687371,2469423,3305397,1004689,2240420	2
1886756,687371,2469423,3305397,1004689,2240420	2
914029,679759,2469423,3305397,1004689,2240420	2
914029,1400763,2469423,3305397,1004689,2240420	2
70841,687371,2469423,3305397,1004689,2240420	2
687370,687371,2469423,3305397,1004689,2240420	2
2254569,679758,2469423,3305397,1004689,2240420	2
24698,679758,2469423,3305397,1004689,2240420	2
2273903,679758,2469423,3305397,1004689,2240420	2
2254569,512334,2469423,3305397,1004689,2240420	2
24698,512334,2469423,3305397,1004689,2240420	2
24698,679759,2469423,3305397,1004689,2240420	2
24698,744389,2469423,3305397,1004689,2240420	2
1886756,2090312,2469423,3305397,1004689,2240420	2
1886756,679758,2469423,3305397,1004689,2240420	2
43210,945501,381679,3319913,829838,3812709	2
43210,1054451,381679,3319913,829838,3812709	2
43210,849994,381679,3319913,829838,3812709	2
43210,1033586,381679,3319913,829838,3812709	2
433498,945501,381679,3319913,829838,3812709	2
433498,1033586,381679,3319913,829838,3812709	2
24706,1389510,381679,3319913,829838,3812709	2
24706,849994,381679,3319913,829838,3812709	2
24706,1033586,381679,3319913,829838,3812709	2
358152,3100614,1664887,913330,3324376,1138540	2
358152,727888,1664887,913330,3324376,1138540	2
358152,611269,1664887,913330,3324376,1138540	2
2646019,611269,1664887,913330,3324376,1138540	2
250794,981507,4305508,5645024,2378460,1405793	2
30908,981507,4305508,5645024,2378460,1405793	2
250794,831287,4305508,5645024,2378460,1405793	2
30908,831287,4305508,5645024,2378460,1405793	2
282102,436650,2874500,3420648,830724,4156895	2
388564,436650,2874500,3420648,830724,4156895	2
2571321,1352926,1331753,3586035,1601274,4194202	2
2571321,1602716,1331753,3586035,1601274,4194202	2
2571321,6538165,1331753,3586035,1601274,4194202	2
6384373,1600545,1331753,3586035,1601274,4194202	2
38717,1602716,1331753,3586035,1601274,4194202	2
38717,6538165,1331753,3586035,1601274,4194202	2
38717,3578047,1331753,3586035,1601274,4194202	2
6384373,1602716,1331753,3586035,1601274,4194202	2
6384373,6538165,1331753,3586035,1601274,4194202	2
2111886,531797,1612996,3887727,763023,4412001	2
2111886,4557470,1612996,3887727,763023,4412001	2
449205,663908,1612996,3887727,763023,4412001	2
449205,4557470,1612996,3887727,763023,4412001	2
449205,5540590,1612996,3887727,763023,4412001	2
449205,6811057,1612996,3887727,763023,4412001	2
5521184,1612906,1612996,3887727,763023,4412001	2
2243023,1612906,1612996,3887727,763023,4412001	2
54871,2024835,881479,2662218,523369,372423	2
387467,2009241,1202011,1575706,830036,1127691	2
7643878,2009241,1202011,1575706,830036,1127691	2
387467,1248502,1202011,1575706,830036,1127691	2
7643878,1248502,1202011,1575706,830036,1127691	2
621724,1248502,1202011,1575706,830036,1127691	2
387467,1229552,1202011,1575706,830036,1127691	2
457741,457845,4894392,3312546,776846,2113562	2
64314,1691487,4894392,3312546,776846,2113562	2
64314,457845,4894392,3312546,776846,2113562	2
64314,678810,4894392,3312546,776846,2113562	2
254852,1003068,1873815,4077172,4807853,5893657	2
2111660,436604,1873815,4077172,4807853,5893657	2
2245885,436604,1873815,4077172,4807853,5893657	2
1887888,1855427,912217,2764392,830578,2051934	2
1887888,2096406,912217,2764392,830578,2051934	2
1887888,5127970,912217,2764392,830578,2051934	2
256788,5046898,3186506,2764384,2348199,2042398	2
1886770,436178,729647,2683296,4452616,2035042	2
1103243,1116447,729647,2683296,4452616,2035042	2
268832,1034720,931966,5330133,4605623,2845405	2
268832,1281486,931966,5330133,4605623,2845405	2
268832,1522772,931966,5330133,4605623,2845405	2
268832,456222,931966,5330133,4605623,2845405	2
268832,2703074,931966,5330133,4605623,2845405	2
268832,858235,931966,5330133,4605623,2845405	2
268832,553753,931966,5330133,4605623,2845405	2
268832,1319201,931966,5330133,4605623,2845405	2
268832,2532426,931966,5330133,4605623,2845405	2
268828,1034720,931966,5330133,4605623,2845405	2
268828,1281486,931966,5330133,4605623,2845405	2
268828,1522772,931966,5330133,4605623,2845405	2
268828,456222,931966,5330133,4605623,2845405	2
268828,2703074,931966,5330133,4605623,2845405	2
268828,858235,931966,5330133,4605623,2845405	2
268828,553753,931966,5330133,4605623,2845405	2
268828,1319201,931966,5330133,4605623,2845405	2
268828,2532426,931966,5330133,4605623,2845405	2
844055,1240434,931966,5330133,4605623,2845405	2
844055,1281486,931966,5330133,4605623,2845405	2
913417,977643,768285,3768819,776853,4328263	2
424239,1781652,406539,6179155,771324,2228241	2
1779911,1285205,406539,6179155,771324,2228241	2
284816,1781652,406539,6179155,771324,2228241	2
389159,1409957,936782,5526387,767850,1592965	2
389159,851822,936782,5526387,767850,1592965	2
2891192,736793,4685658,3373688,830094,4338628	2
2265983,2507852,404951,3796311,3802854,3807229	2
1068125,2507852,404951,3796311,3802854,3807229	2
426950,2507852,404951,3796311,3802854,3807229	2
2362724,528431,404951,3796311,3802854,3807229	2
3824666,4482168,4818351,7536744,371737,4350505	2
242701,1214468,2086797,1019251,821790,3833335	2
242702,1214468,2086797,1019251,821790,3833335	2
33924,2500482,4883909,6692317,830158,2502127	2
377135,2500482,4883909,6692317,830158,2502127	2
2480113,412635,380570,7755944,777390,4039031	2
6737272,412635,380570,7755944,777390,4039031	2
3142732,412635,380570,7755944,777390,4039031	2
2485268,567278,380570,7755944,777390,4039031	2
2485268,1266996,380570,7755944,777390,4039031	2
521667,1266996,380570,7755944,777390,4039031	2
378524,567278,380570,7755944,777390,4039031	2
378524,1266996,380570,7755944,777390,4039031	2
435750,1266996,380570,7755944,777390,4039031	2
4506312,1222185,380343,2674065,3044074,1435206	2
4506312,1248598,380343,2674065,3044074,1435206	2
528260,1391600,380343,2674065,3044074,1435206	2
528260,1222185,380343,2674065,3044074,1435206	2
2891676,1020715,1000227,5281746,779761,3122198	2
1536849,1859793,973528,4298795,771172,4331800	2
248606,1859793,973528,4298795,771172,4331800	2
3735391,1085981,973528,4298795,771172,4331800	2
3735391,1711132,973528,4298795,771172,4331800	2
3735391,1711133,973528,4298795,771172,4331800	2
1536849,568223,973528,4298795,771172,4331800	2
248606,568223,973528,4298795,771172,4331800	2
248606,1085981,973528,4298795,771172,4331800	2
1536849,1711132,973528,4298795,771172,4331800	2
1536849,1711133,973528,4298795,771172,4331800	2
256630,746446,6780824,3578898,2849627,4343690	2
2203558,3439172,985196,3370060,3669318,2286058	2
2203558,3668871,985196,3370060,3669318,2286058	2
5851140,455828,985196,3370060,3669318,2286058	2
2245784,455828,985196,3370060,3669318,2286058	2
1871567,3668871,985196,3370060,3669318,2286058	2
431539,3439172,985196,3370060,3669318,2286058	2
431539,3668871,985196,3370060,3669318,2286058	2
5851140,455882,985196,3370060,3669318,2286058	2
863651,455882,985196,3370060,3669318,2286058	2
2245784,455882,985196,3370060,3669318,2286058	2
6013561,434635,6014261,2673932,2348238,2015718	2
6013561,2081544,6014261,2673932,2348238,2015718	2
434634,434635,6014261,2673932,2348238,2015718	2
2013488,434635,6014261,2673932,2348238,2015718	2
2013488,2081544,6014261,2673932,2348238,2015718	2
1148358,477135,880893,509764,4585921,478748	2
6322854,1612877,988820,7061009,760818,6364038	2
760541,983955,988820,7061009,760818,6364038	2
760541,2698841,988820,7061009,760818,6364038	2
982951,2698841,988820,7061009,760818,6364038	2
2451568,1390101,2592343,3790195,2817666,3790864	2
2451506,1390101,2592343,3790195,2817666,3790864	2
2645760,1390101,2592343,3790195,2817666,3790864	2
2451506,2758766,2592343,3790195,2817666,3790864	2
2645760,2758766,2592343,3790195,2817666,3790864	2
24683,1387287,2840413,3279119,2723880,3126941	2
24683,1210267,2840413,3279119,2723880,3126941	2
707288,544290,734742,3851990,2378412,1405787	2
542361,2114375,734742,3851990,2378412,1405787	2
707288,2114375,734742,3851990,2378412,1405787	2
315104,2114375,734742,3851990,2378412,1405787	2
1421917,1868680,2626509,3626653,4460482,3626639	2
2721204,3626691,2626509,3626653,4460482,3626639	2
2721204,1508833,2626509,3626653,4460482,3626639	2
1446637,3250884,1446640,3250344,2374245,2083808	2
1446637,1855351,1446640,3250344,2374245,2083808	2
1446637,1446722,1446640,3250344,2374245,2083808	2
1446637,5118536,1446640,3250344,2374245,2083808	2
5006748,1701650,1700996,6676736,2847615,3830494	2
1839478,2773090,2749002,2664524,2787802,2049644	2
1839478,2061307,2749002,2664524,2787802,2049644	2
1839478,2061308,2749002,2664524,2787802,2049644	2
2773084,2773090,2749002,2664524,2787802,2049644	2
1868236,2747297,3098669,3377804,2781805,2048605	2
5006856,3847223,3801862,2762586,2374190,2051133	2
2376047,3847223,3801862,2762586,2374190,2051133	2
2376172,4554869,3801862,2762586,2374190,2051133	2
6269420,3677278,5139073,3084852,2317850,2051142	2
2033126,2029766,2561895,2680817,2338031,2027005	2
2045337,2222587,4815045,7035007,3328020,3009048	2
2107471,2580797,5740990,2682581,3318635,2114757	2
2107471,3481169,5740990,2682581,3318635,2114757	2
521655,1490148,4818350,2673675,765513,5007318	2
521657,4471785,4818350,2673675,765513,5007318	2
2360415,3589662,3589657,6636862,2843775,3864124	2
